Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs,Pressure (psi),Temperature (°C),Flow Rate (barrels/day),Vibration Level (mm/s),Corrosion Level (mm/year),Last Maintenance Date,Авария
20150472,21015,2015,2015-12-01 07:15:00,39307,"VITOL MIDSTREAM, LLC",SALE RANCH 37-17H,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,MARTIN,TX,32.210556,-101.978889,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,19.0,,15.0,4.0,NO,NO,YES,12/1/2015 7:30,12/1/2015 8:30,0.0,,,,,,,,,,,,,100.0,800.0,0.0,3000.0,10000.0,0.0,13900,1000.0,40.0,110402.0,2.3,1.0,2023-04-29,1.0
20150465,21214,2015,2015-12-01 09:50:00,32080,"CCPS TRANSPORTATION, LLC",QUINCY STATION LINE 59,ONSHORE,ABOVEGROUND,CRUDE OIL,,,QUINCY,ADAMS,IL,39.995669,-91.378703,INCORRECT OPERATION,INCORRECT VALVE POSITION,1.14,,1.14,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,22000.0,40.0,0.0,18000.0,0.0,0.0,40040,1045.0,58.0,90668.0,1.8,1.0,2022-12-18,1.0
20150464,21420,2015,2015-12-01 22:10:00,30829,ENTERPRISE CRUDE PIPELINE LLC,CUSHING WEST TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,CUSHING,PAYNE,OK,35.95201,-96.759592,CORROSION,INTERNAL,1000.0,,1000.0,0.0,NO,NO,YES,12/1/2015 22:10,12/2/2015 13:00,0.0,,,,,,,,,,,,,288098.0,3800.0,0.0,0.0,0.0,0.0,291898,886.0,66.0,60954.0,2.5,0.9,2024-03-22,1.0
20150455,20975,2015,2015-12-02 13:00:00,31618,ENTERPRISE PRODUCTS OPERATING LLC,PORT ARTHUR TERMINAL TO BEAUMONT TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PORT ARTHUR,JEFFERSON,TX,29.912017,-94.008532,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.1,,0.1,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,2700.0,15.0,0.0,0.0,2300.0,0.0,5015,826.0,73.0,57184.0,1.6,1.5,2022-06-20,1.0
20160002,21291,2015,2015-12-03 10:12:00,32099,ENERGY TRANSFER COMPANY,SALT CREEK LATERAL,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,REEVES,TX,31.925091,-104.01825,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,443.0,0.0,0.0,443.0,NO,NO,YES,12/3/2015 11:00,,0.0,,,,,,,,,,,,,42500.0,7561.0,0.0,0.0,0.0,0.0,50061,947.0,79.0,102814.0,1.2,0.6,2023-12-23,1.0
20150471,21170,2015,2015-12-04 07:00:00,300,"PLAINS PIPELINE, L.P.",JOE MABEE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TARZAN,MARTIN,TX,32.368825,-102.143282,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.75,,0.75,0.0,NO,NO,YES,12/3/2015 17:03,12/4/2015 12:11,0.0,,,,,,,,,,,,,1500.0,35.0,0.0,1100.0,0.0,0.0,2635,840.0,48.0,65587.0,2.7,0.8,2023-06-23,1.0
20150473,21257,2015,2015-12-08 01:38:00,32103,CRIMSON PIPELINE L.P.," VENTURA 10"" CRUDE PIPELINE",ONSHORE,UNDERGROUND,CRUDE OIL,,,SOMIS,VENTURA,CA,34.263642,-119.042773,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,211.0,,210.0,1.0,NO,NO,YES,12/8/2015 1:38,12/10/2015 10:00,0.0,,,,,,,,,,,,,50000.0,700.0,100000.0,300000.0,75000.0,0.0,525700,1077.0,55.0,49665.0,1.7,0.9,2023-09-16,1.0
20160004,21238,2015,2015-12-10 09:45:00,31174,"SHELL PIPELINE CO., L.P.",EMIDIO TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,BAKERSFIELD,KERN,CA,35.0614452,-119.0635177,INCORRECT OPERATION,INCORRECT VALVE POSITION,4.93,,4.93,0.0,NO,NO,YES,12/10/2015 10:00,12/10/2015 19:25,0.0,,,,,,,,,,,,,0.0,0.0,0.0,25000.0,5000.0,0.0,30000,897.0,47.0,70484.0,1.5,0.8,2024-07-06,1.0
20150467,21001,2015,2015-12-11 10:30:00,30829,ENTERPRISE CRUDE PIPELINE LLC,HOBBS STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,HOBBS,LEA,NM,32.65151,-103.138489,CORROSION,INTERNAL,1.5,,1.5,0.0,NO,NO,YES,12/11/2015 10:30,12/11/2015 12:30,0.0,,,,,,,,,,,,,9000.0,45.0,0.0,0.0,0.0,0.0,9045,1019.0,45.0,93790.0,1.8,1.5,2024-01-31,1.0
20160006,21168,2015,2015-12-14 13:45:00,300,"PLAINS PIPELINE, L.P.",COLORADO CITY BASIN,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HERMLEIGH,SCURRY,TX,32.53021,-100.83544,CORROSION,INTERNAL,10.0,,10.0,0.0,NO,NO,YES,12/14/2015 14:15,12/14/2015 23:00,0.0,,,,,,,,,,,,,10900.0,400.0,0.0,12300.0,0.0,0.0,23600,851.0,76.0,61291.0,1.2,1.4,2022-09-05,1.0
20150462,20990,2015,2015-12-14 22:30:00,30829,ENTERPRISE CRUDE PIPELINE LLC,HSC,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HOUSTON,HARRIS,TX,29.747625,-95.128797,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,,0.5,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,2500.0,25.0,0.0,0.0,0.0,0.0,2525,1030.0,69.0,58693.0,2.1,1.0,2024-11-29,1.0
20160003,21239,2015,2015-12-15 17:30:00,31174,"SHELL PIPELINE CO., L.P.",MARTINEZ PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,MARTINEZ,CONTRA COSTA,CA,38.0251564,-122.1292343,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.95,,0.48,0.47,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,30.0,0.0,205000.0,0.0,0.0,205030,985.0,48.0,117701.0,1.0,0.7,2024-01-16,1.0
20160007,21279,2015,2015-12-16 11:20:00,31672,"CHAPARRAL ENERGY, LLC",HOXBAR CO2 PIPELINE,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,,,STEPHENS,OK,34.472502,-97.66435,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",21.0,464.0,0.0,21.0,NO,NO,YES,12/16/2015 13:45,12/17/2015 15:30,0.0,,,,,,,,,,,,,9000.0,155.0,2500.0,0.0,0.0,0.0,11655,1085.0,75.0,47425.0,1.1,1.0,2024-01-21,1.0
20160009,21051,2015,2015-12-17 13:12:00,32109,"ONEOK NGL PIPELINE, LLC","ONEOK #1 10"" LAKE COLORADO CITY TO CR 349",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,NOLAN,TX,32.429722,-100.445277,CORROSION,EXTERNAL,0.02,0.0,0.0,0.02,NO,NO,YES,12/18/2015 9:30,12/20/2015 23:00,0.0,,,,,,,,,,,,,140600.0,3.0,0.0,50.0,300.0,0.0,140953,992.0,52.0,78862.0,2.8,0.8,2022-04-23,1.0
20160008,21546,2015,2015-12-18 07:30:00,300,"PLAINS PIPELINE, L.P.",CASHION STATION,ONSHORE,TANK,CRUDE OIL,,,CASHION,KINGFISHER,OK,35.768817,-97.692603,CORROSION,INTERNAL,2.0,,2.0,0.0,NO,NO,YES,12/18/2015 7:35,12/18/2015 14:00,0.0,,,,,,,,,,,,,5371.0,69.0,0.0,4359.0,0.0,0.0,9799,846.0,53.0,97263.0,2.3,1.4,2025-01-29,1.0
20160011,21266,2015,2015-12-21 14:20:00,22610,"MAGELLAN PIPELINE COMPANY, LP","LAMAR-TEXAS CITY 4"" LINE",ONSHORE,UNDERGROUND,CRUDE OIL,,,TEXAS CITY,GALVESTON,TX,29.38357,-94.92492,CORROSION,EXTERNAL,9.76,,9.76,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,20000.0,100.0,112761.0,168143.0,19643.0,129525.0,450172,818.0,66.0,74404.0,2.2,1.3,2023-06-07,1.0
20160012,21082,2015,2015-12-23 20:30:00,22610,"MAGELLAN PIPELINE COMPANY, LP",DES MOINES TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,DES MOINES,POLK,IA,41.56348,-93.52167,ALL OTHER CAUSES,MISCELLANEOUS,10.0,,2.0,8.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,155000.0,700.0,0.0,10000.0,25000.0,0.0,190700,984.0,63.0,87475.0,1.3,0.5,2022-08-02,1.0
20160015,21076,2015,2015-12-24 15:20:00,26086,SEADRIFT PIPELINE CORP,GCPL_ELLA-SEADRIFT_8IN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,,REFUGIO COUNTY,TX,28.16015,-97.25506,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.8,0.0,0.0,0.8,NO,NO,NO,,,0.0,,,,,,,,,,,,,500.0,13.0,0.0,0.0,0.0,0.0,513,995.0,53.0,52454.0,1.2,1.0,2023-10-26,1.0
20160014,21105,2015,2015-12-25 10:10:00,30829,ENTERPRISE CRUDE PIPELINE LLC,OLNEY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,OLNEY ,ARCHER COUNTY,TX,33.424148,-98.750598,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.0,,3.0,0.0,NO,NO,YES,12/25/2015 1:43,12/25/2015 10:20,0.0,,,,,,,,,,,,,2000.0,150.0,0.0,0.0,11200.0,0.0,13350,1011.0,54.0,41286.0,2.3,1.3,2024-02-13,1.0
20160016,21194,2016,2016-01-01 11:00:00,31684,PHILLIPS 66 PIPELINE LLC,BEAUMONT TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,NEDERLAND,JEFFERSON,TX,29.991266,-93.987165,CORROSION,INTERNAL,0.59,,0.24,0.35,NO,NO,YES,1/1/2016 23:00,1/2/2016 22:15,0.0,,,,,,,,,,,,,9830.0,25.0,0.0,12945.0,0.0,0.0,22800,1013.0,51.0,94583.0,2.1,1.2,2023-08-21,1.0
20160018,21087,2016,2016-01-03 18:13:00,300,"PLAINS PIPELINE, L.P.",BRAHANEY JUNCTION STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,DENVER CITY,YOAKUM,TX,33.098846,-102.768494,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,1850.0,,1600.0,250.0,NO,NO,YES,1/3/2016 17:10,1/5/2016 12:00,0.0,,,,,,,,,,,,,0.0,7500.0,30000.0,94450.0,320000.0,0.0,451950,900.0,55.0,99263.0,2.7,1.1,2024-07-24,1.0
20160017,21085,2016,2016-01-04 12:15:00,31684,PHILLIPS 66 PIPELINE LLC,PR-01,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,HUTCHINSON,TX,35.849254,-101.441487,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.35,0.0,0.0,0.35,NO,NO,NO,,,0.0,,,,,,,,,,,,,100.0,10.0,0.0,0.0,0.0,0.0,110,981.0,66.0,78174.0,2.5,0.6,2024-02-21,1.0
20160019,21542,2016,2016-01-04 13:10:00,22610,"MAGELLAN PIPELINE COMPANY, LP",MIDDLEBURY JCT.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,,LEE ,IL,41.78788,-89.16688,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,1.8,,1.8,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,490.0,200.0,0.0,84802.0,0.0,0.0,85492,1020.0,40.0,76551.0,1.5,0.9,2024-07-30,1.0
20160025,21264,2016,2016-01-05 08:00:00,15674,PLANTATION PIPE LINE CO,COLLINS TANK FARM,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,COLLINS,COVINGTON,MS,31.635562,-89.517286,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1.07,,1.07,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,165000.0,45.0,0.0,0.0,50.0,30000.0,195095,1077.0,51.0,64408.0,3.0,1.1,2024-04-19,1.0
20160026,22017,2016,2016-01-08 05:15:00,26085,"PLAINS MARKETING, L.P.",CUSHING TERMINAL,ONSHORE,TANK,CRUDE OIL,,,CUSHING,LINCOLN,OK,35.94155,-96.73679,INCORRECT OPERATION,INCORRECT INSTALLATION,4.0,,4.0,0.0,NO,NO,YES,1/8/2016 5:15,1/8/2016 10:50,0.0,,,,,,,,,,,,,0.0,0.0,0.0,5000.0,3000.0,0.0,8000,966.0,49.0,61230.0,2.8,0.9,2023-06-12,1.0
20160022,21094,2016,2016-01-08 06:47:00,300,"PLAINS PIPELINE, L.P.",CHINA GROVE,ONSHORE,TANK,CRUDE OIL,,,HERMLEIGH,SCURRY,TX,32.533257,-100.844335,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,200.0,,200.0,0.0,NO,NO,YES,1/8/2016 6:50,1/11/2016 9:23,0.0,,,,,,,,,,,,,6000.0,525.0,0.0,16400.0,0.0,0.0,22925,910.0,54.0,44329.0,1.5,1.2,2023-04-24,1.0
20160034,21885,2016,2016-01-08 08:29:00,2552,COLONIAL PIPELINE CO,LINE 1 BATON ROUGE TO COLLINS,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GREENSBURG,ST. HELENA,LA,30.92979,-90.82982,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2853.5,,19.5,2834.0,NO,NO,YES,1/12/2016 14:16,1/14/2016 9:10,0.0,,,,,,,,,,,,,75000.0,360000.0,10000.0,75000.0,3680000.0,0.0,4200000,809.0,56.0,106252.0,1.8,1.1,2022-04-13,1.0
20160023,21095,2016,2016-01-08 14:15:00,12470,MID - VALLEY PIPELINE CO,HEBRON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,BURLINGTON,BOONE,KY,39.0355,-84.6902,CORROSION,INTERNAL,10.0,,10.0,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,13430.0,0.0,0.0,30370.0,0.0,0.0,43800,1001.0,48.0,93270.0,1.9,0.6,2022-07-09,1.0
20160030,21752,2016,2016-01-11 11:23:00,31816,"MID-CONTINENT FRACTIONATION AND STORAGE, L.L.C.",CONWAY WEST,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MCPHERSON,MCPHERSON,KS,38.37783053,-97.83460727,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,140.0,0.0,0.0,140.0,NO,NO,YES,1/11/2016 11:45,1/12/2016 6:30,0.0,,,,,,,,,,,,,10000.0,10160.0,0.0,26000.0,4000.0,0.0,50160,880.0,59.0,42246.0,1.0,1.2,2022-05-11,1.0
20160021,21093,2016,2016-01-12 03:20:00,22610,"MAGELLAN PIPELINE COMPANY, LP",WEST TULSA EXPLORER,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,TULSA,TULSA,OK,36.13064,-96.02448,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,11.0,,10.0,1.0,NO,NO,YES,1/12/2016 3:20,1/12/2016 16:00,0.0,,,,,,,,,,,,,2000.0,500.0,0.0,8000.0,12500.0,0.0,23000,883.0,78.0,115205.0,2.0,1.4,2023-10-31,1.0
20160035,21618,2016,2016-01-12 10:45:00,2552,COLONIAL PIPELINE CO,PORT SOCONY DELIVERY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,STATEN ISLAND,RICHMOND,NY,40.548003,-74.238058,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.31,,0.3,0.01,NO,NO,YES,1/12/2016 10:45,1/13/2016 7:00,0.0,,,,,,,,,,,,,1000.0,26.0,0.0,0.0,25000.0,0.0,26026,1040.0,56.0,76719.0,1.6,0.8,2022-06-24,1.0
20160027,21199,2016,2016-01-12 11:40:00,32147,MARATHON PIPE LINE LLC,GALVESTON BAY REFINERY - BAYTOWN 8 INCH,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,TEXAS CITY,GALVESTON ,TX,29.366003,-94.929943,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.2,0.0,0.0,0.2,NO,NO,YES,1/12/2016 11:43,1/15/2016 3:49,0.0,,,,,,,,,,,,,10.0,4.0,0.0,0.0,0.0,0.0,14,912.0,57.0,54039.0,1.5,1.2,2022-09-21,1.0
20160013,21070,2016,2016-01-13 06:30:00,30829,ENTERPRISE CRUDE PIPELINE LLC,LYNCH STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HOBBS,LEA,NM,32.53707,-103.52274,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,,2.0,0.0,NO,NO,YES,1/13/2016 6:30,1/13/2016 12:00,0.0,,,,,,,,,,,,,3500.0,60.0,0.0,0.0,0.0,0.0,3560,1057.0,41.0,82287.0,2.8,1.3,2022-09-10,1.0
20160020,21529,2016,2016-01-13 09:50:00,30829,ENTERPRISE CRUDE PIPELINE LLC,HOBBS STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HOBBS,LEA,NM,32.650659,-103.139764,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.5,,0.5,0.0,NO,NO,YES,1/13/2016 9:50,1/13/2016 15:00,0.0,,,,,,,,,,,,,1500.0,15.0,0.0,0.0,0.0,0.0,1515,1067.0,71.0,108315.0,2.5,0.5,2023-05-17,1.0
20160036,21746,2016,2016-01-13 13:10:00,31580,"MAGELLAN TERMINALS HOLDINGS, LP",CENTRAL CUSHING TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,PAYNE,OK,35.94498,-96.74822,CORROSION,INTERNAL,1.0,,1.0,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,20000.0,100.0,0.0,411.0,0.0,0.0,20511,803.0,65.0,53698.0,1.3,1.5,2022-07-23,1.0
20160031,21535,2016,2016-01-15 04:30:00,31618,ENTERPRISE PRODUCTS OPERATING LLC,BURDEN JUNCTION TO COFFEYVILLE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,BUTANE,COFFEYVILLE,MONTGOMERY,KS,37.058121,-95.634147,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,169.0,238.0,20.0,149.0,NO,NO,YES,1/15/2016 9:57,1/29/2016 8:31,0.0,,,,,,,,,,,,,152000.0,8319.0,0.0,400000.0,0.0,2500.0,562819,847.0,44.0,88786.0,2.3,0.9,2022-05-27,1.0
20160024,21538,2016,2016-01-15 17:30:00,30826,WILLIAMS FIELD SERVICES,OVERLAND PASS PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,CARBON COUNTY,WY,41.6514111,-107.8231666,NATURAL FORCE DAMAGE,TEMPERATURE,1.1,0.0,0.0,1.1,NO,NO,YES,1/15/2016 17:30,1/15/2016 21:45,0.0,,,,,,,,,,,,,200.0,1000.0,0.0,0.0,0.0,0.0,1200,1029.0,64.0,86489.0,1.5,0.7,2022-09-03,1.0
20160032,21287,2016,2016-01-15 19:00:00,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",MORIARTY TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,MORIARTY,TORRANCE,NM,34.998458,-106.023817,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,,0.0,0.24,YES,NO,YES,1/15/2016 19:35,1/17/2016 13:05,0.0,,,,,,,,,,,,,108000.0,50.0,0.0,1000.0,5000.0,0.0,114050,1080.0,75.0,107310.0,1.7,1.4,2023-01-09,1.0
20160055,21632,2016,2016-01-17 14:05:00,39149,IMTT-BAYONNE,IMTT-BAYONNE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BAYONNE,HUDSON,NJ,40.661111,-74.110595,CORROSION,INTERNAL,519.0,,200.0,319.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,19951.0,0.0,28000.0,10000.0,19951.0,77902,1049.0,40.0,43260.0,3.0,0.6,2023-08-12,1.0
20160041,21133,2016,2016-01-18 10:15:00,26134,EXXONMOBIL OIL CORP - WEST COAST,MIDWAY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,KERN,CA,35.225037,-119.55979,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.48,,0.48,0.0,NO,NO,YES,1/18/2016 10:15,1/18/2016 12:00,0.0,,,,,,,,,,,,,0.0,0.0,0.0,500.0,0.0,0.0,500,1015.0,73.0,97788.0,1.7,0.8,2023-01-02,1.0
20160042,21715,2016,2016-01-19 15:35:00,31570,TESORO HIGH PLAINS PIPELINE COMPANY LLC,TESORO HIGH PLAINS PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,MCKENZIE,ND,47.86055,-103.9325,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,,1.0,0.0,NO,NO,YES,1/19/2016 16:04,1/19/2016 18:38,0.0,,,,,,,,,,,,,2500.0,30.0,0.0,5000.0,0.0,0.0,7530,926.0,72.0,59014.0,1.7,1.3,2022-12-19,1.0
20160044,21142,2016,2016-01-20 07:25:00,18718,SUNOCO PIPELINE L.P.,EAGLE POINT TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,WESTVILLE,GLOUCESTER,NJ,39.8653,-75.1379,NATURAL FORCE DAMAGE,TEMPERATURE,1.4,,1.4,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,116.0,0.0,6000.0,7500.0,0.0,13616,1098.0,64.0,43512.0,1.4,1.2,2024-10-16,1.0
20160033,21259,2016,2016-01-20 08:05:00,9175,JAYHAWK PIPELINE LLC,FREES STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,BARTON,KS,38.623253,-98.533735,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.6,,0.75,0.85,NO,NO,NO,,,0.0,,,,,,,,,,,,,100.0,23.0,0.0,4883.0,5000.0,1600.0,11606,938.0,56.0,103140.0,1.8,1.0,2024-09-01,1.0
20160043,21137,2016,2016-01-21 15:34:00,31618,ENTERPRISE PRODUCTS OPERATING LLC,OLTON STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,HALFWAY,HALE ,TX,34.217554,-102.031489,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,3.0,0.0,1.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,100.0,100.0,0.0,0.0,0.0,0.0,200,1063.0,68.0,73895.0,2.2,1.4,2024-08-15,1.0
20160046,21820,2016,2016-01-22 09:00:00,22430,WEST SHORE PIPELINE CO,DES PLAINES,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,ARLINGTON HEIGHTS,COOK,IL,42.024238,-87.950772,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,,1.0,0.0,NO,NO,YES,1/22/2016 9:00,2/9/2016 7:30,0.0,,,,,,,,,,,,,7500.0,100.0,0.0,5000.0,10000.0,0.0,22600,968.0,60.0,108344.0,1.5,1.2,2023-09-28,1.0
20160219,21845,2016,2016-01-22 15:00:00,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PASADENA,HARRIS,TX,29.72536,-95.20334,CORROSION,INTERNAL,485.0,,484.0,1.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,71841.0,51000.0,0.0,39780.0,125658.0,807540.0,1095819,1001.0,49.0,45008.0,2.3,0.5,2023-04-06,1.0
